section,exercise_number,exercise_text,a,b,c,d,e,f,author,graphic,answer,solution
"3. ELECTRICITATE ŞI MAGNETISM","3.28","În paralel cu un bec cu puterea $P_{1}=100 \mathrm{~W}$ este legat un reşou cu puterea $P_{2}=400 \mathrm{~W}$. Tensiunea electrică de la rețea este $U=220 \mathrm{~V}$, iar firele de legătură au rezistența $R=21 \Omega$. Prin legarea reşoului în circuit, tensiunea electrică la bornele becului:\\","creşte","rămâne constantă","scade","se anulează","tinde la infinit","îşi schimbǎ polaritatea","Gabriela Cone","N/A","C","Când în circuit este legat doar becul: $P_{1}=\frac{U_{1}^{2}}{R_{1}}$, unde $U_{1}=I R_{1}=\frac{U R_{1}}{R_{1}+R_{2}}$, adică $U_{1}^{2}-U U_{1}+P R_{1}=0$, de unde $U_{1}=210 \mathrm{~V}$ şi $R_{1}=441 \Omega$. În al doilea caz, $P_{2}=\frac{U_{2}^{2}}{R_{2}}$, unde\\ $U_{2}=I^{\prime} \frac{R_{1} R_{2}}{R_{1}+R_{2}}=\frac{U}{\frac{R_{1} R_{2}}{R_{1}+R_{2}}+R} \cdot \frac{R_{1} R_{2}}{R_{1}+R_{2}}$\\ de unde $U_{2}^{2}\left(R+R_{1}\right)-U U_{2} R_{1}+R R_{1} P_{2}=0$, din care $U_{2}=160 \mathrm{~V}$ şi $R_{2}=64 \Omega$. Deci, $U_{2}-U_{1}=-50 \mathrm{~V}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.29","Rezistența electrică echivalentă a circuitului din Fig. 3.4 între punctele A şi B are valoarea:\\","$2 R$","$R$","$5 R$","$3 R$","$4 R$","$R / 2$","Gabriela Cone","images/2025_07_01_5b3ff9fa0d508c8e9f17g-149","B","Conform circuitului din figura problemei, datorită simetriei:\\ $I=I_{1}+I_{2}, \quad I_{2}=I_{1}+I_{3}, \quad I_{1} R-I_{2} R=I_{3} R=0$\\ de unde $I_{3}=0, \quad I_{1}=I_{2}=\frac{I}{2}$, iar $R_{e}=\frac{U_{A B}}{I}=\frac{2 I_{2} R+I_{3} R}{I}=R$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-347(1)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.30","Două surse $E_{1}$ şi $E_{2}=125 \mathrm{~V}$, cu rezistența internă $r_{2}=0,2 \Omega$, sunt legate în paralel cu rezistența $R=2 \Omega$. Pentru ca intensitatea curentului $I_{1}$ prin sursa 1 să fie nulă tensiunea electromotoare $E_{1}$ trebuie să aibă valoarea:\\","$110 \mathrm{~V}$","$113,6 \mathrm{~V}$","$127,2 \mathrm{~V}$","$130 \mathrm{~V}$","$139 \mathrm{~V}$","$220 \mathrm{~V}$","Gabriela Cone","N/A","B","Conform circuitului din figura problemei, $E_{1}-E_{2}=I_{1} r_{1}-I_{2} r_{2}$, iar $E_{2}=I_{2} r_{2}+\left(I_{1}+I_{2}\right) R$, de unde\\ $I_{2}=\frac{I_{1} r_{1}-E_{1}+E_{2}}{r_{2}}=\frac{E_{2}-I_{1} R}{r_{2}+R}$, iar $I_{1}=\frac{E_{1}\left(r_{2}+R\right)-E_{2} R}{r_{1}\left(r_{2}+R\right)}=0 $.\\ Astfel, $E_{1}=\frac{E_{2} R}{r_{2}+R}=113,6 \mathrm{~V}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-347}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.31","Fie un generator cu tensiunea electromotoare $E$ şi rezistența internă $r$ şi două voltmetre identice de rezistență interioară $r_{V}$. Când un voltmetru este montat la bornele generatorului el indică $V_{1}$; când se adaugă al doilea voltmetru în paralel indicația lor comună este $V_{2}$. Expresia tensiunii electromotoare $E$ în funcție de $V_{1}$ şi $V_{2}$ este:\\","$\frac{V_{1} V_{2}}{2 V_{1}-V_{2}}$","$\frac{V_{1} V_{2}}{2 V_{2}-V_{1}}$","$\frac{V_{1} V_{2}}{V_{2}-V_{1}}$","$\frac{V_{1} V_{2}}{V_{1}-V_{2}}$","$\frac{V_{1} V_{2}}{2 V_{2}+V_{1}}$","$\frac{V_{1} V_{2}}{2 V_{1}+V_{2}}$","Daniela Buzatu","N/A","B","În primul caz (Figura problemei a): $V_{1}=\eta_{V} \cdot I=\eta_{V} \cdot \frac{E}{\eta_{V}+r}$.\\ În al doilea caz (Figura problemei b):\\ $\frac{1}{r_{\text {echiv }}}=\frac{1}{r_{V}}+\frac{1}{r_{V}}=\frac{2}{r_{V}}$, iar $V_{1}=r_{V} \cdot I=r_{V} \cdot \frac{E}{r_{V}+r}$, si $V_{2}=\frac{r_{V}}{2} \cdot \frac{E}{\frac{r_{V}}{2}+r}=\frac{E \cdot r_{V}}{r_{V}+2 r}$\\ de unde $E=\frac{V_{1} r_{V}+V_{1} r}{r_{V}}$ şi $r=\frac{E r_{V}-V_{1} r_{V}}{V_{1}}$. Astfel, $E=\frac{V_{1} V_{2}}{2 V_{2}-V_{1}}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-347(2)}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.32","Un circuit electric cuprinde un generator de tensiune electromotoare $E=4 \mathrm{~V}$ cu rezistența internă neglijabilă, un ampermetru cu rezistența internă neglijabilă şi două rezistoare $R_{1}=2 \Omega$ şi $R_{2}=4 \Omega$ legate în paralel. Intensitatea curentului indicată de ampermetru, precum şi intensitățile $I_{1}$ şi $I_{2}$ prin rezistențele $R_{1}$ şi respective $R_{2}$ sunt:\\","$4 \mathrm{~A} , 2 \mathrm{~A} , 2 \mathrm{~A}$","$5 \mathrm{~A} , 3 \mathrm{~A} , 2 \mathrm{~A}$","$3 \mathrm{~A} , 2 \mathrm{~A} , 1 \mathrm{~A}$","$6 \mathrm{~A} , 4 \mathrm{~A} , 2 \mathrm{~A}$","$6 \mathrm{~A} , 5 \mathrm{~A} , 1 \mathrm{~A}$","$2 \mathrm{~A} , 3 \mathrm{~A} , 1 \mathrm{~A}$","Daniela Buzatu","N/A","C","Din legea lui Ohm,\\ $I=\frac{E}{\frac{R_{1} R_{2}}{R_{1}+R_{2}}}=\frac{E\left(R_{1}+R_{2}\right)}{R_{1} R_{2}}=3 \mathrm{~A}$.\\ Din legea lui Kirchhoff, $E=R_{1} I_{1}$, rezultă $I_{1}=\frac{E}{R_{1}}=2 \mathrm{~A}$. Asemănător,\\ $I_{2}=I-I_{1}=1 \mathrm{~A}$.\\ Deci $I=3 \mathrm{~A} ; I_{1}=2 \mathrm{~A} ; I_{2}=1 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.33","De la o rețea de alimentare cu tensiunea la borne $U=20 \mathrm{kV}$ trebuie să se transmită la distanța $l=250 \mathrm{~km}$ puterea $P=500 \mathrm{~kW}$, cu o pierdere de tensiune $U^{\prime}$ pe linia bifilară de transport a energiei egală cu $12,5 \%$ din tensiunea $U$. Diametrul $\operatorname{minim} D$ al sârmei de cupru $\left(\rho=1,75 \cdot 10^{-8} \Omega \cdot \mathrm{~m}\right)$ pentru realizarea liniei de transport este:\\","$0,04 / \sqrt{\pi} \mathrm{m}$","$12,5 / \sqrt{\pi} \mathrm{m}$","$1,75 / \sqrt{\pi} \mathrm{m}$","$0,02 / \sqrt{\pi} \mathrm{m}$","$5 / \sqrt{\pi} \mathrm{m}$","$2,5 / \sqrt{\pi} \mathrm{m}$","Daniela Buzatu","N/A","D","Rezistența liniei bifilare este: $R=\rho \frac{2 l}{S}=\frac{8 l \rho}{\pi D^{2}}$, iar intensitatea curentului, $I=\frac{U^{\prime}}{\rho \frac{2 l}{S}}=\frac{P}{U-U^{\prime}}$, astfel că $D=\sqrt{\frac{4 P \cdot \rho \cdot 2 l}{\pi\left(U U^{\prime}-U^{\prime 2}\right)}}=\frac{2 \cdot 10^{-2}}{\sqrt{\pi}} \mathrm{~m}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.34","În circuitul electric din Fig. 3.5, se cunosc $R_{1}=4 \Omega ; R_{2}=6 \Omega$, $R_{3}=0,8 \Omega, R_{4}=0,6 \Omega, r=0,2 \Omega \quad E=24 \mathrm{~V}$. Curenții $I_{1}$ și $I_{2}$ prin rezistoarele $R_{1}$ şi $R_{2}$ au valorile:\\","$I_{1}=2,4 \mathrm{~A} , I_{2}=3,6 \mathrm{~A}$","$I_{1}=3,6 \mathrm{~A} , I_{2}=2,4 \mathrm{~A}$","$I_{1}=1,2 \mathrm{~A} , I_{2}=4,8 \mathrm{~A}$","$I_{1}=I_{2}=3 \mathrm{~A}$","$I_{1}=5 \mathrm{~A} , I_{2}=1 \mathrm{~A}$","$I_{1}=1 \mathrm{~A} , I_{2}=5 \mathrm{~A}$","Ilie Ivanov","images/2025_07_01_5b3ff9fa0d508c8e9f17g-151(3)","B","Rezistența echivalentă a circuitului:\\ $R_{c}=R_{3}+R_{12}+R_{4}=R_{3}+\frac{R_{1} R_{2}}{R_{1}+R_{2}}+R_{4}=3,8 \Omega$\\ iar $I=\frac{E}{R_{c}+r}=6 \mathrm{~A}$.\\ Din ecuațiile Kirchhoff scrise pentru nodul C şi ochiul 1 rezultă:\\ $I_{1}=I \cdot \frac{R_{2}}{R_{1}+R_{2}}=3,6 \mathrm{~A}$ şi $I_{2}=I \cdot \frac{R_{1}}{R_{1}+R_{2}}=2,4 \mathrm{~A}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.35","În montajul din Fig. 3.6, $E=18 \mathrm{~V}, r=0, R=4 \Omega, R_{1}=6 \Omega, R_{2}=3 \Omega$. Curenții prin rezistențele $R_{1}$ şi $R_{2}$ au valorile:\\","$I_{1}=I_{2}=1,5 \mathrm{~A}$","$I_{1}=1,4 \mathrm{~A} , I_{2}=0,1 \mathrm{~A}$","$I_{1}=0,1 \mathrm{~A} , I_{2}=1,4 \mathrm{~A}$","$I_{1}=2 \mathrm{~A} , I_{2}=1 \mathrm{~A}$","$I_{1}=2,5 \mathrm{~A} , I_{2}=0,5 \mathrm{~A}$","$I_{1}=1 \mathrm{~A} , I_{2}=2 \mathrm{~A}$","Ilie Ivanov","images/2025_07_01_5b3ff9fa0d508c8e9f17g-151","F","Rezistența echivalentă,\\ $R_{e}=R+\frac{R_{1} R_{2}}{R_{1}+R_{2}}=6 \Omega$\\ iar intensitatea curentului $I=\frac{E}{R_{e}}=3 \mathrm{~A}$. Din legile lui Kirchhoff, $I=I_{1}+I_{2}$ şi $I_{1} R_{1}=I_{2} R_{2} \quad$ rezultă $\quad I_{1}+I_{2}=3 \quad$ şi $\quad 6 I_{1}=3 I_{2}$, de unde $\quad I_{2}=2 I_{1} \quad$ și $I_{1}=1 \mathrm{~A}, I_{2}=2 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.36","Rezistența echivalentă a montajului din Fig. 3.7 este:\\","$R / 2$","$2 R$","$7 R$","$3 R$","$R$","$R / 7$","Ilie Ivanov","images/2025_07_01_5b3ff9fa0d508c8e9f17g-151(2)","E","Schema echivalentă montajului este cea din figura problemei. Avem:\\ $R_{e}=\frac{2 R \cdot 2 R}{2 R+2 R}=R$\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-348}\\ Figura problemei \end{center}\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.37","O baterie electrică debitează pe o rezistență variabilă o putere ce reprezintă o fracțiune $f=46 \%$ din puterea maximă pe care ar putea să o debiteze. Se constată că există două valori ale tensiunii de la bornele bateriei pentru care se realizează acest lucru. Raportul celor două tensiuni este:\\","2","$\sqrt{3}$","$\sqrt{2}$","3","6,54","9","Mihai Cristea","N/A","E","Puterea debitată de o sursă pe o rezistență exterioară este $P=E^{2} \cdot \frac{R}{(R+r)^{2}}$.\\ Valoarea maximă se obține atunci când $R=r$, iar $P_{\max }=\frac{E^{2}}{4 r}$.\\ Din ecuația $P=f P_{\max }$ rezultă $\frac{R}{(R+r)^{2}}=\frac{f}{4 r}$, de unde\\ $R_{1,2}=r \cdot \frac{2-f \pm 2 \sqrt{1-f}}{f}$.\\ Astfel, raportul tensiunilor devine:\\ $\frac{U_{1}}{U_{2}}=\frac{I_{1} R_{1}}{I_{2} R_{2}}=\frac{E R_{1}}{R_{1}+r} \cdot \frac{R_{2}+r}{E R_{2}}=\frac{R_{1} R_{2}+R_{1 r}}{R_{1} R_{2}+R_{2 r}} .$\\ Efectuând calculele, se obține:\\ $\frac{U_{1}}{U_{2}}=\frac{1+\sqrt{1-f}}{1-\sqrt{1-f}}=6,54$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.38","Un număr $n$ de pile electrice identice, de tensiune electromotoare $E$ şi rezistență internă $r$, sunt conectate ca în Fig. 3.8, ultima pilă fiind legată în opoziție față de celelalte. Curentul electric $I$ ce trece prin această pilă este:\\","$\frac{n+1}{n} \cdot \frac{2 E}{r}$","$\frac{n+1}{2 n} \cdot \frac{E}{r}$","$\frac{n-1}{2 n} \cdot \frac{E}{r}$","$\frac{n-1}{n} \cdot \frac{2 E}{r}$","$\frac{n^{2}-1}{n} \cdot \frac{E}{r}$","$\frac{n^{2}+1}{n} \cdot \frac{E}{r}$","Mihai Cristea","images/2025_07_01_5b3ff9fa0d508c8e9f17g-151(1)","D","Fie $I_{0}$ curentul ce trece prin cele $(n-1)$ pile legate la fel. Atunci $I=(n-1) I_{0}$. Aplicând legea a II-a a lui Kirchhoff pe un ochi format din latura ce conține pila legată în opoziție şi o latură arbitrară, avem $E+E=I_{0} r+I r$ de unde $I_{0}=\frac{2 E}{r}-I$. Rezultă $I=(n-1)\left(\frac{2 E}{r}-I\right)=\frac{n-1}{n} \cdot \frac{2 E}{r}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.39","Se conectează un rezistor la bornele unui generator de tensiune constantă și se găseşte un curent $I_{0}=35 \mathrm{~mA}$ când temperatura la care se află rezistorul este $t_{0}=0^{\circ} \mathrm{C}$. Dacă sistemul este adus la temperatura $t=100^{\circ} \mathrm{C}$, atunci curentul prin rezistor este $I=25 \mathrm{~mA}$. Coeficientul de variație termică a rezistivității este:\\","$5 \cdot 10^{-2} \mathrm{grad}^{-1}$","$4 \cdot 10^{-3} \mathrm{grad}^{-1}$","$6 \cdot 10^{-3} \mathrm{grad}^{-1}$","$3 \cdot 10^{-1}$ grad $^{-1}$","$5 \cdot 10^{-4} \mathrm{grad}^{-1}$","$1 \cdot 10^{-5} \mathrm{grad}^{-1}$","Mihai Cristea","N/A","B","La $t=0^{\circ} \mathrm{C}$ avem $I_{0}=\frac{U}{R_{0}}$, iar la temperatura $t=100^{\circ} \mathrm{C}$ :\\ $I=\frac{U}{R(t)}=\frac{U}{R_{0}(1+\alpha \cdot t)}=\frac{I_{0}}{(1+\alpha \cdot t)}$.\\ Rezultǎ $\alpha=\frac{I_{0}-I}{I \cdot t}=\frac{I_{0}-I}{I \cdot t}=4 \cdot 10^{-3} \mathrm{grad}^{-1}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.40","Două rezistoare de rezistențe $R_{1}=4 \Omega$ şi $R_{2}=6 \Omega$ se leagă în serie la o sursă de curent continuu. La legarea în paralel a rezistoarelor la aceeaşi sursă, curentul din circuitul principal creşte de trei ori. Rezistența internă a sursei este:\\","$2,8 \Omega$","$2,4 \Omega$","$1,8 \Omega$","$1,6 \Omega$","$1,4 \Omega$","$1,2 \Omega$","Mircea Stan","N/A","E","La legarea în serie $I=\frac{E}{R_{1}+R_{2}+r}$, iar la legarea în paralel $I^{\prime}=\frac{E}{\frac{R_{1} R_{2}}{R_{1}+R_{2}}+r}$. Deoarece $I^{\prime}=3 I$ găsim $r=\frac{R_{1}^{2}+R_{2}^{2}-R_{1} R_{2}}{2\left(R_{1}+R_{2}\right)}=1,4 \Omega$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.41","Fie două baterii identice. Când se leagă în paralel cele două baterii la bornele unui rezistor având $R=16 \Omega$, intensitatea curentului în curentul principal este $I_{1}$. Dacă bateriile se leagă în serie la bornele aceluiași rezistor, intensitatea curentului din circuit devine $I_{2}=1,7 I_{1}$. Rezistenţa internă a unei baterii este:\\","$1 \Omega$","$2 \Omega$","$2,5 \Omega$","$3 \Omega$","$4,5 \Omega$","$5,2 \Omega$","Mircea Stan","N/A","B","La legarea in paralel $I_{1}=\frac{E}{R+\frac{r}{2}}=\frac{2 E}{2 R+r}$, iar la legarea în serie $I_{2}=\frac{2 E}{R+2 r}$. Deoarece $I_{2}=1,7 I_{1}$, găsim $r=2 \Omega$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.42","Un elev învață timp de 3 ore la lumina unui bec de $60 \mathrm{~W}$. Care este prețul energiei electrice consumate, dacă $1 \mathrm{~kWh}$ costă $1300 \mathrm{~lei}$ ?\\","$3900 \mathrm{~lei}$","$2400 \mathrm{~lei}$","$1800 \mathrm{~lei}$","$360 \mathrm{~lei}$","$234 \mathrm{~lei}$","$184 \mathrm{~lei}$","Mircea Stan","N/A","E","$W=P t=0,18 \mathrm{~kWh}$. Costul energiei va fi $0,18 \cdot 1300=234 \mathrm{~lei}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.43","Câți electroni trec intr-un minut printr-un conductor străbătut de un curent $I=0,64 \mathrm{~A}$ ? Sarcina electronului este $e=1,6 \cdot 10^{-19} \mathrm{C}$.\\","$9,6 \cdot 10^{19}$","$8,3 \cdot 10^{21}$","$24 \cdot 10^{19}$","$4,8 \cdot 10^{22}$","$6,2 \cdot 10^{21}$","$8,6 \cdot 10^{38}$","Mircea Stan","N/A","C","$I=\frac{N e}{t}$, deci $N=\frac{I t}{e}=24 \cdot 10^{19}$ electroni.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.44","Prin conectarea unui rezistor având $R=1400 \Omega$ la o sursă de curent continuu intensitatea curentului devine de 29 de ori mai mică decât intensitatea curentului de scurtcircuit. Rezistența internă a sursei este:\\","$15 \Omega$","$20 \Omega$","$25 \Omega$","$35 \Omega$","$50 \Omega$","$140 \Omega$","Mircea Stan","N/A","E","Din $\frac{E}{R+r}=\frac{1}{29} \cdot \frac{E}{r}$ rezultă $r=\frac{R}{28}=50 \Omega$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.45","O ghirlandă alcătuită din 50 de beculețe are puterea de $60 \mathrm{~W}$ şi este alimentată la $90 \mathrm{~V}$. Rezistența unui singur beculeț este:\\","$2,7 \Omega$","$3,8 \Omega$","$4,2 \Omega$","$6,3 \Omega$","$12,3 \Omega$","$30 \Omega$","Mircea Stan","N/A","A","$R=\frac{U^{2}}{50 P}=2,7 \Omega$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.46","Când intrerupătorul K este deschis, rezistența echivalentă între punctele A şi B este $R$ (Fig. 3.9). Când întreupătorul K este închis, rezistența echivalentă între A şi B este $R^{\prime}$. Raportul $R / R^{\prime}$ este:\\","$\frac{128}{143}$","$\frac{236}{245}$","$\frac{123}{213}$","$\frac{215}{116}$","$\frac{246}{213}$","$\frac{126}{125}$","Mircea Stan","images/2025_07_01_5b3ff9fa0d508c8e9f17g-153","F","$R=\frac{\left(R_{1}+R_{2}\right)\left(R_{2}+R_{4}\right)}{R_{1}+R_{2}+R_{2}+R_{4}}=\frac{21}{10} \Omega$, iar $R^{\prime}=\frac{R_{1} R_{3}}{R_{1}+R_{3}}+\frac{R_{2} R_{4}}{R_{2}+R_{4}}=\frac{25}{12}$. Deci $\frac{R}{R^{\prime}}=\frac{126}{125}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.47","Printr-o sursă de tensiune electromotoare $E=24 \mathrm{~V}$ curentul de scurtcircuit are valoarea $I_{\mathrm{sc}}=60 \mathrm{~A}$. Rezistența ce trebuie conectată la bornele acesteia ca tensiunea la borne să fie $U=22 \mathrm{~V}$ are valoarea:\\","$5,4 \Omega$","$3,9 \Omega$","$5 \Omega$","$2,5 \Omega$","$4,4 \Omega$","$10 \Omega$","Constantin Neguțu","N/A","E","Curentul de scurtcircuit este $I_{S c}=\frac{E}{r}$, iar $U=E-I r=\frac{E R}{R+\frac{E}{I_{S c}}}$. Deci\\ $R=\frac{E U}{(E-U) I_{s c}}=4,4 \Omega$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.48","Un element galvanic (sursă de tensiune electrică) cu rezistența internă de $0,2 \Omega$ are rezistența exterioară confecționată dintr-un fir de nichelină ( $\rho=4 \cdot 10^{-7} \Omega \mathrm{~m}$ ) lung de $6 \mathrm{~m}$ şi cu secțiunea de $1 \mathrm{~mm}^{2}$. La capetele firului se aplică o tensiune de $1,8 \mathrm{~V}$. Randamentul acestui circuit este:\\","0,92","$0,92 \%$","$66 \%$","0,67","$50 \%$","1","Constantin Neguțu","N/A","A","Randamentul reprezintă raportul dintre puterea utilă (debitată pe circuitul exterior sursei) şi puterea totală debitată de sursă\\ $\eta=\frac{P_{u}}{P_{c}}=\frac{R I^{2}}{(R+r) I^{2}}=\frac{R}{R+r}$\\ unde $R$ este rezistența electrică a firului, $R=\rho \frac{l}{S}$, de unde $\eta=92 \%$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.49","Se consideră un circuit electric simplu, format dintr-o sursă cu tensiunea electromotoare $E$ şi rezistența internă $r$, care alimentează un rezistor exterior cu rezistența $R$. Care din afirmațiile de mai jos este adevărată?\\","Intensitatea curentului prin circuit este $I=E(R+r)$","Căderea de tensiune pe rezistența internă a sursei este $u=\frac{r E}{R+r}$","Tensiunea la bornele sursei se poate scrie $U=\frac{E^{2}}{R+r}$","Intensitatea curentului la scurtcircuit este $I_{\mathrm{sc}}=\frac{E}{R}$","Puterea maximă debitată de sursă pe rezistența externă corespunde la $R=2 r$","Expresia puterii maxime debitate de sursă pe rezistenta exterioară este $P_{\max }=\frac{E^{2}}{8 r}$","Constantin Neguțu","N/A","B","Răspuns corect: B).\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.50","Se dă circuitul din Fig. 3.10. Condiția ca prin rezistorul $R$ să nu circule curent electric, oricare ar fi valoarea rezistenței sale, este:\\","$E_{1} r_{1}=E_{2} r_{2}$","$E_{1}=E_{2}$","$E_{1}>E_{2}$","$E_{1}<E_{2}$","$\frac{E_{1}}{r_{1}}>\frac{E_{2}}{r_{2}}$","$\frac{E_{1}}{r_{1}}=\frac{E_{2}}{r_{2}}$","Constantin Neguțu","images/2025_07_01_5b3ff9fa0d508c8e9f17g-154","F","Aplicând teoremele lui Kirchhoff şi punând condiția ca intensitatea curentului care circulă prin rezistorul de rezistență $R$ să fie nulă se obține:\\ $\frac{E_{1}}{r_{1}}=\frac{E_{2}}{r_{2}}$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.51","Intensitatea curentului electric ce trece printr-un conductor de cupru $\left(\rho_{\mathrm{Cu}}=1,7 \cdot 10^{-8} \Omega \mathrm{~m}\right)$ lung de $120 \mathrm{~m}$ şi cu secțiunea $6 \mathrm{~mm}^{2}$, dacă de-a lungul conductorului se produce o cădere de tensiune de $17 \mathrm{~V}$, are valoarea:\\","$17 \mathrm{~mA}$","$12 \mathrm{~A}$","$50 \mathrm{~A}$","$70 \mathrm{~mA}$","$3 \mathrm{~A}$","$0,1 \mathrm{~A}$","Gabriela Tiriba","N/A","C","Din legea lui Ohm, $I=\frac{U}{R}=\frac{U}{\rho \frac{l}{S}}=50 \mathrm{~A}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.52","Un generator electric produce printr-o rezistență de $7 \Omega$ o putere electrică. Rezistența interioară a generatorului dacă acesta produce aceeaşi putere printr-o rezistență de $28 \Omega$ are valoarea:\\","$20 \Omega$","$14 \Omega$","$21 \mathrm{k} \Omega$","$7 \mathrm{k} \Omega$","$35 \mathrm{k} \Omega$","$40 \Omega$","Gabriela Tiriba","N/A","B","Conform legilor lui Joule-Lenz şi a lui Ohm:\\ $P=I_{1}^{2} R_{1}$, unde $I_{1}=\frac{E}{R_{1}+r}$, iar\\ $P=I_{2}^{2} R_{2}$, unde $I_{2}=\frac{E}{R_{2}+r}$.\\ Din egalitatea puterilor rezultă:\\ $r=\sqrt{R_{1} R_{2}}=14 \Omega$\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.53","Două surse cu tensiunea electromotoare de $12 \mathrm{~V}$ fiecare, cu rezistențele interioare de $1 \Omega$ şi respectiv de $1,5 \Omega$ sunt montate în paralel, prin prima sursă trecând un curent de $1,5 \mathrm{~A}$. Rezistența are circuitului exterior este?\\","$7 \Omega$","$4,2 \Omega$","$10,5 \Omega$","$8 \Omega$","$2,4 \Omega$","$7,5 \Omega$","Radu Chişleag","N/A","B","$E=i_{1} r_{1}+I R=i_{2} r_{2}+I R, i_{1} r_{1}=i_{2} r_{2}, \quad i_{2}=\frac{i_{1} r_{1}}{r_{2}}$,\\ $I=i_{1}+i_{2}=i_{1}\left(1+\frac{r_{1}}{r_{2}}\right), \quad R=\frac{E-i_{1} \eta_{1}}{I}=\frac{E-i_{1} \eta_{1}}{i_{1} \cdot \frac{\eta_{1}+r_{2}}{r_{2}}}=4,2 \Omega$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.54","La ce temperatură funcționează filamentul unui bec electric, dacă tensiunea de alimentare este de $120 \mathrm{~V}$, iar intensitatea este de $1 \mathrm{~A}$. La temperatura de $50^{\circ} \mathrm{C}$ rezistența filamentului becului este de $10 \Omega\left(\alpha=0,005 \mathrm{~K}^{-1}\right)$.\\","$3073 \mathrm{~K}$","$1937 \mathrm{~K}$","$2000^{\circ} \mathrm{C}$","$2500^{\circ} \mathrm{C}$","$3003 \mathrm{~K}$","$2457 \mathrm{~K}$","Radu Chişleag","N/A","A","$R=R_{0}(1+\alpha \Delta t) ; R=\frac{U}{I}$;\\ $\Delta t=\frac{R-R_{0}}{\alpha R_{0}}=\frac{\frac{U}{I}-R_{0}}{\alpha R_{0}}=2800^{\circ} \mathrm{C}$\\ $T=T_{0}+t+\Delta t=3073 \mathrm{~K}$.\\"
"3. ELECTRICITATE ŞI MAGNETISM","3.55","Un set de surse, identice având tensiunea electromotoare cunoscută şi rezistenta internă de $1 \Omega$, sunt conectate la capetele unui rezistor de rezistență $1000 \mathrm{~m} \Omega$. Cum se modifică curentul care trece prin rezistor, când se trece de la montajul de alimentare cu sursele în serie la montajul cu sursele în paralel?\\","scade de 10 ori","creşte de 1,1 ori","creşte de 2 ori","este acelaşi","creşte de 10 ori","scade de 2 ori","Radu Chişleag","N/A","D","$R=r_{1}$.\\ Pentru legarea în serie a surselor: $\quad I_{s}=\frac{n e}{R+n r_{1}}=\frac{n e}{(n+1) r_{1}}$;\\ Pentru legarea în paralel a surselor: $\quad I_{p}=\frac{e}{R+\frac{r_{1}}{n}}=\frac{n e}{(n+1) r_{1}}=I_{s}$.\\ Curentul este acelaşi.\\"
