exercise_number,solution
"1.211","Din figura problemei rezultă că:\\ $\vec{F}_{f}+\vec{G}+\vec{F}+\vec{N}=0 \quad (1)$\\ Pentru cazul mișcării cu viteză constantă, forța de frecare are mărimea:\\ $F_{f}=\mu(G+F \cos \theta) \quad (2)$\\ Proiecția relației (1) pe direcția orizontală este:\\ $F \sin \theta=\mu \cdot F_{f} \quad (3)$\\ Din (2) şi (3) rezultă:\\ $F=\frac{\mu \cdot G}{\sin \theta-\mu \cos \theta}=\frac{0,1 \cdot 5 \cdot 10}{\sin 30^{\circ}-0,1 \cos 30^{\circ}}=12,09 \mathrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-244}\\ Figura problemei \end{center}\\"
"1.212","Din figura problemei rezultă:\\ $F \cos \theta+F_{f}=G \quad (1)$\\ Din definiția forței de frecare, avem:\\ $F_{f}=\mu \cdot F_{n}=\mu \cdot F \sin \theta \quad (2)$\\ Din relațiile (1) şi (2) rezultă:\\ $F=\frac{m g}{\cos \theta+\mu \sin \theta}=\frac{5 \cdot 10}{\frac{\sqrt{2}}{2}+0,3 \cdot \frac{\sqrt{2}}{2}}=176,25 \mathrm{~N}$.\\ \\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-244(1)}\\ Figura problemei \end{center}\\"
"1.213","Variația de greutate este $\Delta G=G_{p}-G_{e}$, unde:\\ $G_{p}=m g; \quad G_{e}=m g-m \omega^{2} R$.\\ Deci: $\Delta G=m \omega^{2} R=m \frac{4 \pi^{2}}{T^{2}} R=100 \frac{4 \pi^{2}}{(24)^{2}(3600)^{2}} 64 \cdot 10^{5} \mathrm{~N} \cong 3,37 \mathrm{~N}$.\\"
"1.214","$F_{1}=7 x_{1}+3; \quad F_{2}=7 x_{2}+3$\\ $F_{m}=\frac{F_{1}+F_{2}}{2}=\frac{7\left(x_{1}+x_{2}\right)+6}{2}$;\\ $L=F_{m} d=F_{m}\left(x_{2}-x_{1}\right)=\frac{7\left(x_{1}+x_{2}\right)+6}{2}\left(x_{2}-x_{1}\right)=\frac{7 \cdot 8+6}{2} \cdot 2=62 \mathrm{~J}$.\\"
"1.215","Vezi figura problemei.\\ $\vec{v}_{2}=\vec{v}_{1}+\vec{v}_{vânt}; \quad v_{1}=234 \mathrm{~km} / \mathrm{h}=65 \mathrm{~m} / \mathrm{s}$;\\ $v_{2}=\sqrt{65^{2}-25^{2}}=60 \mathrm{~m} / \mathrm{s}=216 \mathrm{~km} / \mathrm{h}$;\\ $\alpha=\operatorname{arctg} \frac{v_{v a n t}}{v_{2}}=\operatorname{arctg} \frac{25}{60}=\operatorname{arctg} \frac{5}{12}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-245}\\ Figura problemei \end{center}\\"
"1.216","Vezi figura problemei.\\ $l=\frac{h}{\sin \alpha}=\frac{4,4}{\sqrt{2} / 2}=4,4 \sqrt{2} \mathrm{~m}; \quad l=v_{0} t-\frac{1}{2} a t^{2}$;\\ $a=g(\sin \alpha+\mu \cos \alpha)=10\left(\frac{\sqrt{2}}{2}+0,1 \frac{\sqrt{2}}{2}\right)=5,5 \sqrt{2} \mathrm{~m} / \mathrm{s}^{2}$;\\ Obținem ecuația de gradul al doilea: $t^{2}-\frac{2 v_{0}}{a} t+\frac{2 l}{a}=0$.\\ $t=\frac{v_{0}}{a} \pm \sqrt{\frac{v_{0}^{2}}{a}-\frac{2 l}{a}}=\frac{11}{5,5 \sqrt{2}} \pm \sqrt{\left(\frac{11}{5,5 \sqrt{2}}\right)^{2}-\frac{2 \cdot 4,4 \sqrt{2}}{5,5 \sqrt{2}}}=\\ =\sqrt{2} \pm \sqrt{(\sqrt{2})^{2}-1,6}=\sqrt{2} \pm \sqrt{0,4}$.\\ $t=1,414 \pm 0,633=\left\{\begin{array}{l}2,037 \cong 2 \mathrm{~s} \\ 0,781 \cong 0,78 \mathrm{~s}\end{array}\right.$\\ Convine soluția mai mică: $t=0,78 \mathrm{~s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-245(1)}\\ Figura problemei \end{center}\\"
"1.217","Conform legii conservării energiei:\\ $m_{2} g h=\frac{\left(m_{1}+m_{2}\right) v^{2}}{2} \Rightarrow v=\sqrt{\frac{2 m_{2} g h}{m_{1}+m_{2}}}$.\\"
"1.218","Constanta elastică a resortului este: $K=\frac{G}{\Delta l}=\frac{m g}{\Delta l}$. În cazul mişcării pe cerc, forța ce acționează asupra resortului este: $F=\sqrt{\left(\frac{m v^{2}}{R}\right)^{2}+(m g)^{2}}$.\\ Deci: $\Delta l^{\prime}=\frac{F}{\frac{m g}{\Delta l}}=\Delta l \frac{\sqrt{\frac{v^{4}}{R^{2}}+g^{2}}}{g}$.\\"
"1.219","În cazul când $m$ alunecă pe suprafața lui $M$, accelerațiile față de sol vor fì: $a_{1}=\frac{F-\mu m g}{M}; \quad a_{2}=\mu g$. Deci: $a=a_{1}-a_{2}=\frac{F-\mu m g}{M}-\mu g$.\\"
"1.220","Forța care acționează asupra corpului în lungul planului este:\\ $F=m g \sin \alpha+m a \cos \alpha-\mu(m g \cos \alpha-m a \sin \alpha)$.\\ Deci: $a=g \sin \alpha+a \cos \alpha-\mu(g \cos \alpha-a \sin \alpha)$.\\"
"1.221","$F=m \frac{v}{t}+\mu m g \Rightarrow t=\frac{m v}{F-\mu m g}$.\\"
"1.222","$h=\frac{g t^{2}}{2}; \quad h-h^{\prime}=\frac{g(t-\tau)^{2}}{2}$. Deci $\frac{g t^{2}}{2}=h^{\prime}+\frac{g(t-\tau)^{2}}{2}$, unde $h^{\prime}=k h=k \frac{g t^{2}}{2}$.\\ Rezultă: $t=\tau \cdot \frac{1+\sqrt{1-k}}{k}$.\\"
"1.223","Conform figurii problemei, acceleraţia $a=\frac{F \cos \alpha-\mu(m g-F \sin \alpha)}{m}$.\\ În repaus, $a \leq 0$, astfel că: $F \leq \frac{\mu m g}{\cos \alpha+\mu \sin \alpha}$, de unde:\\ $F_{max}=\frac{\mu m g}{\cos \alpha+\mu \sin \alpha}=2 \mtahrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-246}\\ Figura problemei \end{center}\\"
"1.224","Ecuațiile de mişcare ale celor două bile se scriu:\\ $y_{1}=v_{01} t-\frac{1}{2} g t^{2}$ şi $y_{2}=v_{01}(t-\tau)-\frac{1}{2} g(t-\tau)^{2}$.\\ Din condiția de întâlnire, $y_{1}=y_{2}$, avem:\\ $v_{01} t-\frac{1}{2} g t^{2}=v_{02}(t-\tau)-\frac{1}{2} g(t-\tau)^{2} \Rightarrow t=\frac{v_{02} \tau+\frac{1}{2} g \tau^{2}}{v_{02}-v_{01}+g \tau}=2 \mathrm{~s}$.\\ Timpii de urcare şi coborâre ai primei bile sunt $t_{u}=t_{c}=\frac{v_{01}}{g}=1 \mathrm{~s}$, deci $\tau=t_{u}+t_{c}$, adică întâlnirea bilelor are loc pe sol în momentul pornirii celei de a doua bile şi nu depinde de viteza inițială a celei de-a doua bile.\\"
"1.225","Din formula lui Galilei, $0=v_{0}^{2}-2 a d$, rezultă accelerația de frânare $a=\frac{v_{0}^{2}}{2 d}$ şi forța de frânare $F=m a=\frac{v_{0}^{2}}{2 d}=5 \cdot 10^{5} \mathrm{~N}$.\\"
"1.226","Conform legii de mişcare pe planul înclinat, la coborâre:\\ $s=\frac{1}{2} a t^{2}=\frac{1}{2} g(\sin \alpha-\mu \cos \alpha)=b t^{2}$, de unde $\mu=\operatorname{tg} \alpha-\frac{2 b}{g \cos \alpha}=0,30$.\\"
"1.227","Inițial, resortul este alungit cu $x_{0}=\frac{m_{2} g}{k}$, iar după deblocare, cu $x_{1}=\frac{T}{k}=\frac{2 m_{1} m_{2} g}{k\left(m_{1}+m_{2}\right)}$.\\ Alungirea suplimentară este: $x_{1}-x_{0}=\frac{m_{2} g}{k} \cdot \frac{m_{1}-m_{2}}{m_{1}+m_{2}}=0,024 \mathrm{~m}$.\\"
"1.228","Conform figurii problemei, $F=\mu m_{1} g+k x, \quad \mu m_{2} g=k x$, de unde:\\ $F=\mu\left(m_{1}+m_{2}\right) g$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-247}\\ Figura problemei \end{center}\\"
"1.229","Puterea este $P=F \cdot v=m(a+\mu g) \frac{v}{2}$ şi puterea la viteză maximă este $P=\mu m g v$, de unde: $a=\mu g=0,15 \mathrm{~m} / \mathrm{s}^{2}$.\\"
"1.230","Din conservarea energiei, $\frac{m v^{2}}{2}=\frac{k x^{2}}{2} \Rightarrow v=x \sqrt{\frac{k}{m}}$;\\ Distanța parcursă pe orizontală este: $d=v t=x \sqrt{\frac{k}{m}} \sqrt{\frac{2 h}{g}}=4 \mathrm{~m}$.\\"
"1.231","Randamentul este o mărime adimensionalã.\\"
"1.232","Răspuns corect: B).\\"
"1.233","Biciclistul merge $t_{1}=\frac{72 \mathrm{~km}}{18 \mathrm{~km} / \mathrm{h}}=4 \mathrm{~h}$ ca şi motociclistul. În aceste 4 ore, motociclistul parcurge $D \cdot 72 \mathrm{~km}=4 \cdot 72 \mathrm{~km}$, deci $D=216 \mathrm{~km}$.\\"
"1.234","$v_{m}=\frac{v_{0}+v_{\text {final}}}{2}=\frac{g \cdot t}{2}=\frac{9,8 \cdot 3}{2}=14,7 \mathrm{~m} / \mathrm{s}$.\\"
"1.235","$s_{1}=\frac{v_{1}^{2}}{2 a}; \quad s_{2}=\frac{v_{2}^{2}}{2 a} \Rightarrow s_{2}=\left(\frac{v_{2}}{v_{1}}\right)^{2} \cdot s_{1}=\left(\frac{108}{18}\right)^{2} \cdot 3=108 \mathrm{~m}$.\\"
"1.236","Timpul de cădere rezultă din ecuația:\\ $h=v_{0 y} t_{c}+\frac{g t_{c}^{2}}{2}$, unde $v_{0 y}=v_{0} \sin \alpha$.\\ Se obține $t_{c}=2 \mathrm{~s}$. Viteza pe sol este:\\ $v=\sqrt{v_{0 x}^{2}+v_{0 y}^{2}}=\sqrt{v_{0}^{2} \cos ^{2} \alpha+\left(v_{0 y}+g t_{c}\right)^{2}}=\\ =\sqrt{40^{2} \cdot \frac{3}{4}+(20+10 \cdot 2)^{2}}=20 \sqrt{7} \cong 52,9 \mathrm{~m} / \mathrm{s}$.\\"
"1.237","Lucrul mecanic este nul, corpul nu se mişcă.\\"
"1.238","$E_{c 1}=\frac{m v^{2}}{2}; \quad E_{c 2}=\frac{\frac{m}{2}(2 v)^{2}}{2}=m v^{2}=2 E_{c 1}$.\\"
"1.239","Răspuns corect: A).\\"
"1.240","D) este afirmația falsă, deoarece forța centripetă acționează într-adevăr asupra punctului material şi-i determină mişcarea circulară, dar forța centrifugă nu acționează asupra lui, ci asupra mediului, fiind reacțiunea forței centripete. Dacă, prin absurd, aceste două forțe ar acționa asupra punctului material, atunci s-ar anula reciproc, iar mişcarea corpului ar fi rectilinie şi uniformă, conform principiului inerției.\\"
"1.241","Afirmația falsă este C), forța centrifugă nu acționează asupra corpului, ci asupra mediului, fiind reacțiunea la forța centripetă. Forța centripetă este cea care acționează asupra punctului material şi-l determină să se mişte pe traiectorie circulară.\\"
"1.242","Asupra punctului material acționează simultan forța centripetă şi pseudoforța centrifugă de inerție, a căror rezultantă este nulă, iar corpul apare ca fiind în repaus față de sistemul de referință neinerțial solidar cu corpul. Afirmația falsă este D), deoarece forța centrifugă are puncte de aplicație diferite: este creată de punctul material şi acționează asupra mediului, iar forța centripetă este creată de mediu şi acționează asupra punctului material.\\"
"1.243","Afirmația adevărată este A).\\"
"1.244","Presupunem că masa corpului este $m$ şi că se mişcă spre perete cu viteza $v$.\\ Forţa medie la ciocnirea elastică este: $F_{\text {elastic}}=\frac{\Delta p_{\text {elastic}}}{\Delta t}=\frac{2 m v}{\Delta t}$.\\ Forţa medie la ciocnirea plastică este: $F_{\text {plastic}}=\frac{\Delta p_{\text {plastic}}}{\Delta t}=\frac{m v}{\Delta t}$.\\ Raportul corect este: $\frac{F_{\text {elastic}}}{F_{\text {plastic}}}=2$.\\"
"1.245","Folosind conservarea impulsului, obținem că deplasarea bărcii este dată de relaţia $d=\frac{m}{m+M} l$, care nu depinde de timp.\\"
"1.246","Notăm vitezele celor două bile cu $\vec{v}_{1}$, respectiv $\vec{v}_{2}$, iar masele lor cu $m_{1}=m_{2}=m$. Folosind conservarea impulsului şi conservarea energiei totale (mecanică plus căldură) obținem relația pentru cantitatea de căldură degajată în urma ciocnirii sub forma: $Q=\frac{1}{4} m\left(v_{1}+v_{2}\right)^{2}$.\\ Dacă cele două viteze sunt egale în modul, rezultă: $Q=m v^{2}$.\\ Dacă una dintre viteze se triplează, avem: $Q^{\prime}=\frac{1}{4} m(v+3 v)^{2}=4 m v^{2}$.\\"
"1.247","În primul caz, energia potențială elastică este $E=\frac{1}{2} k(\Delta l)^{2}$, unde $k$ este constanta elastică a resortului, iar $\Delta l$ comprimarea acestuia. Aceasta se transformă succesiv în energie cinetică a corpului, apoi în energie potențială gravitațională; înălțimea maximă este $h=\frac{1}{2 m g} k(\Delta l)^{2}$. În lipsa frecărilor, câmpul gravitațional este un câmp conservativ de forțe, înălțimea maximă în cel de-al doilea caz fiind $h^{\prime}=\frac{1}{2 m g} k\left(\frac{1}{2} \Delta l\right)^{2}=\frac{1}{4} h$.\\"
"1.248","Ca o consecință a conservării energiei și impulsului, prima bilă se opreşte după ciocnire, răspunsul corect este F).\\"
"1.249","În punctul B (vezi figura problemei), particula are viteza $v$ şi se desprinde dacă $F_{c}=G \cos \theta$, adică:\\ $\frac{m v^{2}}{R}=m g \cos \theta \Rightarrow v=\sqrt{R g \cos \theta} \quad (1)$\\ Aplicând legea conservării energiei, se obține:\\ $E_{\text {tot}}^{\mathrm{A}}=E_{\text {tot}}^{\mathrm{B}} \Rightarrow m g 2 R=m g(R+R \cos \theta)+\frac{m v^{2}}{2} \Rightarrow v=\sqrt{2 R g(1-\cos \theta)} \quad (2)$\\ Egalând (1) şi (2) se obține pentru unghiul sub care particula se desprinde $\cos \theta=\frac{2}{3}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-250(1)}\\ Figura problemei \end{center}\\"
"1.250","În punctul B (vezi figura problemei), particula se desprinde și cade oblic, cu viteza inițială $v$ de componente $v_{0 x}=v \cos \theta$, $v_{0 y}=v \sin \theta$.\\ În punctul B: $\frac{m v^{2}}{R}=m g \cos \theta \Rightarrow v=\sqrt{R g \cos \theta} \Rightarrow v=\sqrt{\frac{2}{3} R g}$.\\ Când atinge pământul componentele vitezei vor fi:\\ $v_{x}=v_{0 x}=v \cos \theta$, $v_{y}=v_{0 y}+g t \Rightarrow t=\frac{v_{y}-v_{0 y}}{g} \quad (1)$.\\ Din ecuația Galilei: $v_{y}=\sqrt{v^{2} \sin ^{2} \theta+2 \operatorname{Rg}(1+\cos \theta)}$, cu:\\ $\left\{\begin{array}{l} \cos \theta=\frac{2}{3} \Rightarrow v_{y}=\frac{10}{3} \sqrt{\frac{R g}{3}} \quad (2)\\ v=\sqrt{\frac{2}{3} R g} \end{array}\right.$\\ Timpul cât durează cǎderea va fi, folosind (1) şi (2):\\ $t=\frac{1}{3} \sqrt{\frac{10 R}{3 g}}(\sqrt{10}-1)$ şi $\mathrm{A}^{\prime} \mathrm{M}=\frac{13 \sqrt{5}}{27} R$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-250}\\ Figura problemei \end{center}\\"
"1.251","Pentru o porțiune de lungime $AB$ (vezi figura problemei) şi masă $\Delta m$, rezultanta tensiunilor $\vec{T}_{1}$ şi $\vec{T}_{2}$ care se exercită în punctele $A$, respectiv $B$, are mărimea:\\ $R_{T_{AB}}=2 T \cos \left(\frac{\pi}{2}-\Delta \theta\right)=2 T_{AB} \sin (\Delta \theta)$, unde $2 \Delta \theta$ este unghiul la centru sub care se vede arcul ${AB}$. La echilibru, această rezultantă este egală cu forța centripetă:\\ $R_{T_{AB}}=\frac{\Delta m v^{2}}{r} \Rightarrow 2 T_{AB} \sin (\Delta \theta)=\frac{\Delta m \cdot v^{2}}{r} \Rightarrow T_{AB}=\frac{\Delta m \cdot v^{2}}{2 r \sin (\Delta \theta)}$.\\ Masa porțiunii considerate este $\Delta m=\rho S r \cdot 2 \Delta \theta$, unde $\rho=$ densitatea materialului, iar $S=$ secțiunea benzii.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-251}\\ Figura problemei \end{center}\\"
"1.252","Condiția ca maşina să nu cadă în $A$ (vezi figura problemei) este:\\ $\frac{m v^{2}}{R}=m g \Rightarrow v=\sqrt{R g}$.\\ Dacă intră (în $B$) cu viteza $v_{0}$, atunci conform relației Galilei, va avea în $A$ viteza $v^{2}=v_{0}^{2}-2 g h$. Viteza de intrare va fi:\\ $v_{0}=\sqrt{v^{2}+2 g h}=\sqrt{R g+6 R g}=\sqrt{7 R g} \Rightarrow v_{0}=26,1 \mathrm{~m} / \mathrm{s}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-252(1)}\\ Figura problemei \end{center}\\"
"1.253","Dacă maşinile pleacă din $A$ în repaus, viteza în $B$ va fi:\\ $v^{2}=2 g h \Rightarrow v=\sqrt{2 g h}$.\\ În figura problemei, pasagerii suportă greutatea $G=m g$ şi forța centrifugă $F_{c}=\frac{m v^{2}}{R}$. Forța totală va fi:\\ $R=G+F_{c}=m \cdot 8 g \Rightarrow m g+\frac{m \cdot 2 g h}{R}=8 m g \Rightarrow R=\frac{2}{7} h \Rightarrow R=14,3 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-252}\\ Figura problemei \end{center}\\"
"1.254","Ciocnirea proiectil-pendul este total inelastică. Din conservarea impulsului rezultă:\\ $\left(m_{1}+m_{2}\right) v=m_{1} v_{1} \Rightarrow v=\frac{m_{1} v_{1}}{m_{1}+m_{2}} \quad (1)$\\ După ciocnire, pendulul şi proiectilul se ridică la înălţimea $h$. Din conservarea energiei rezultă:\\ $\left(m_{1}+m_{2}\right) \frac{v^{2}}{2}=\left(m_{1}+m_{2}\right) g h \Rightarrow v=\sqrt{2 g h} \quad (2)$\\ Egalând (1) şi (2) rezultă: $\frac{m_{1} v_{1}}{m_{1}+m_{2}}=\sqrt{2 g h} \Rightarrow v_{1}=\frac{m_{1}+m_{2}}{m_{1}} \sqrt{2 g h}=798 \mathrm{~m} / \mathrm{s}$.\\"
"1.255","În sistemul de axe indicat pe figura problemei, ecuaţiile de mişcare ale corpului vor fi (se neglijează rezistența aerului): $x=v_{0} t$; $y=h-\frac{1}{2} g t^{2}$. În punctul căderii $y=0 \Rightarrow h=\frac{1}{2} g t_{\text {cădere}}^{2}$.\\ Expresiile celor două componente ale vitezei vor fi: $v_{x}=v_{0}$; $v_{y}=-g t;\\ \operatorname{tg} \alpha=\frac{v_{y}}{v_{x}}$ sau $\operatorname{tg} 60^{\circ}=\frac{g t_{\text {cădere}}}{v_{0}}$.\\ Dar $\operatorname{tg} \alpha=\frac{\sin \alpha}{\cos \alpha} \Rightarrow \frac{\sqrt{3} / 2}{1 / 2}=\sqrt{3}$ şi rezultă: $\sqrt{3}=\frac{9,8 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} t_{\text {cădere}}}{15 \mathrm{~ms}}$.\\ De aici: $h=\frac{1}{2} g t_{\text {cădere}}^{2}$ sau $h=\frac{1}{2} g\left(\frac{v_{0} \operatorname{tg} 60^{\circ}}{g}\right)^{2}=\frac{v_{0}^{2} \operatorname{tg}^{2} 60^{\circ}}{2 \mathrm{~g}}=34,4 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253(2)}\\ Figura problemei \end{center}\\"
"1.256","$F_{\text {apăsare}}=\frac{4}{5} G=G-F_{c f}$ sau $\frac{1}{5} G=F_{c f}$;\\ $\frac{1}{5} m g=\frac{m v^{2}}{R} \Rightarrow v=72 \frac{\mathrm{~km}}{\mathrm{~h}}=20 \frac{\mathrm{~m}}{\mathrm{~s}}$.\\ Rezultă: $R=\frac{5 v^{2}}{g}=200 \mathrm{~m}$.\\ \\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253(1)}\\ Figura problemei \end{center}\\"
"1.257","În momentul desprinderii: $F_{c f}=G_{N} \Rightarrow \frac{m v^{2}}{R}=G \sin \alpha$, unde $\sin \alpha=\frac{h_{2}}{R}$. La conservarea energiei mecanice: $m g h_{1}=\frac{m v^{2}}{2} \Rightarrow v^{2}=2 g h_{1}$;\\ $\frac{m \cdot 2 g h_{1}}{R}=m g \frac{R-h_{1}}{R} \Rightarrow 2 h_{1}=R-h_{1} \Rightarrow h_{1}=\frac{R}{3}=1 \mathrm{~m}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253(3)}\\ Figura problemei \end{center}\\"
"1.258","Cum $v=$ const., rezultǎ $a=0$, deci $\sum F_{i}=m a=0$ şi de aici $F_{\text {frecare}}=F_{\text {orizontal}}$ sau $\mu F_{\text {apăsare}}=F \cos \alpha \Rightarrow \mu(m g-F \sin \alpha)=F_{\text {orizontal}}$ (vezi figura problemei).\\ Deci: $\mu=\frac{F_{\text {orizontal}}}{m_{\text {sanie}} \cdot g-F \sin \alpha} \approx 0,76$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-253}\\ Figura problemei \end{center}\\"
"1.259","$v=15 \frac{\mathrm{m}}{\mathrm{s}}$; \quad $P=\frac{L}{t}=\frac{F d}{t}=F v=450 \mathrm{~kW}$.\\"
"1.260","$v=30 \mathrm{~m} / \mathrm{s}; \quad P=6 \cdot 10^{4} \mathrm{~W}$;\\ $P=\frac{L}{t}=\frac{F \cdot d}{t}=F \cdot v \Rightarrow F=\frac{P}{v}$.\\ Dar: $P=\frac{L}{t}=\frac{\eta E}{t} \Rightarrow t=\frac{\eta E}{P}=\frac{V \frac{E s}{V}}{P}$.\\ Spațiul străbătut va fi: $S=v t=4 \mathrm{~km}$.\\"
"1.261","$L=F \cdot d \Rightarrow d=\frac{L}{F}=100 \mathrm{~m}$.\\ Dar: $d=\frac{a t^{2}}{2} \Rightarrow a=\frac{2 d}{t^{2}}=2 \frac{\mathrm{m}}{\mathrm{s}^{2}}$.\\"
"1.262","$\alpha=30^{\circ}; \quad m=1 \mathrm{~kg}; \quad \mu=\frac{F_{\text {frecare}}}{F_{\text {apăsare}}}=0,2; \quad g=10 \mathrm{~m} / \mathrm{s}^{2}$.\\ De-a lungul planului înclinat (vezi figura problemei), forțele trebuie să-şi facă echilibru, adică: $G_{t}-F_{\text {frecare}}-F_{\text {proiectat}}=0$ sau:\\ $m g \sin \alpha-\mu m g \cos \alpha=F \cos \alpha$, de unde $F_{\text {min}}=m g(\operatorname{tg} \alpha-\mu)=3,77 \mathrm{~N}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-254(1)}\\ Figura problemei \end{center}\\"
"1.263","Vezi figura problemei.\\ $\operatorname{tg} \alpha=\frac{F_{c f}}{G}=\frac{m v^{2}}{R \cdot m g}=\frac{v^{2}}{R g}$ sau $v^{2}=\lg \frac{\sin ^{2} \alpha}{\cos \alpha}=\omega^{2} R^{2}=\omega^{2} l^{2} \sin ^{2} \alpha;$\\ $\cos \alpha=\frac{g}{\omega^{2} l}=\frac{10 \mathrm{~m} / \mathrm{s}^{2} \cdot \mathrm{~s}^{2}}{49 \cdot 0,4 \mathrm{~m}}=\frac{25}{49}; \quad \sin ^{2} \alpha=1-\cos ^{2} \alpha=1-\frac{25^{2}}{49^{2}};$\\ $E_{\text {cinetic}}=\frac{m v^{2}}{2}=\frac{m}{2} \lg \frac{\sin ^{2} \alpha}{\cos \alpha} \approx 5,8 \mathrm{~J}$.\\ \begin{center} \includegraphics[width=0.4\linewidth]{images/2025_07_01_5b3ff9fa0d508c8e9f17g-254}\\ Figura problemei \end{center}\\"
"1.264","În lungul axei $Ox$ mișcarea este uniformă, cu viteza $v_{0 x}$.\\ $v_{0 x}=v_{0} \cos \alpha; \quad v_{0 y}=v_{0} \sin \alpha$.\\ Dar $a_{x}=0; \quad a_{y}=-g$. Rezultă:\\ $v_{x}=v_{0} \cos \alpha; \quad v_{y}=v_{0} \sin \alpha-g t$.\\ $x=v_{0} t \cos \alpha; \quad y=y_{0}+v_{0} t \sin \alpha-\frac{g t^{2}}{2}$.\\ La noi, în condițiile problemei:\\ $h_{1}=y_{0}+v_{0} t_{1} \sin \alpha-\frac{g t_{1}^{2}}{2}; \quad h_{2}=y_{0}+v_{0} t_{2} \sin \alpha-\frac{g t_{2}^{2}}{2}$.\\ Pentru cazul $h_{1}=h_{2}$, obținem: $v\left(t_{2}-t_{1}\right) \sin \alpha-\frac{g}{2}\left(t_{2}^{2}-t_{1}^{2}\right)=0$.\\ $\alpha=30^{\circ} \Rightarrow \sin \alpha=\sin 30^{\circ}=\frac{1}{2}$. Cum $t_{2} \neq t_{1}$, rezultă:\\ $\frac{v_{0}}{2}\left(t_{2}-t_{1}\right)-5 \frac{\mathrm{~m}}{\mathrm{~s}^{2}}\left(t_{2}-t_{1}\right)\left(t_{2}+t_{1}\right)=0$.\\ La noi: $t_{2}=5 \mathrm{~s}; \quad t_{1}=3 \mathrm{~s}; \quad t_{2}-t_{1}=2 \mathrm{~s} \neq 0$, deci:\\ $\frac{1}{2} v_{0}-5 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} \cdot 8 \mathrm{~s}=0 \Rightarrow v_{0}=80 \frac{\mathrm{~m}}{\mathrm{~s}^{2}}$.\\ $h-y_{0}=v_{0} t_{1} \sin \alpha-\frac{g t_{1}^{2}}{2}=80 \frac{\mathrm{~m}}{\mathrm{~s}} \cdot 3 \mathrm{~s} \cdot \frac{1}{2}-5 \frac{\mathrm{~m}}{\mathrm{~s}^{2}} \cdot 3^{2} \mathrm{~s}^{2}=12 \mathrm{~m}-45 \mathrm{~m}=75 \mathrm{~m}$.\\"
"1.265","Avem: $E_{\text {pot}}=m g \Delta h; \quad \Delta h=l\left(1-\cos \alpha_{\max}\right)$.\\ În punctul de sus: $E_{\substack{\text {potențial} \\ \text {""sus""}}}=E_{\substack{\text {cinetic} \\ \text {""jos""}}}; \quad m g \Delta h=\frac{m v^{2}}{2}=\frac{m^{2} v^{2}}{2 m}$.\\ Sau: $m g \Delta h=\frac{p^{2}}{2 m}; \quad m g l\left(1-\cos \alpha_{\max}\right)=\frac{p^{2}}{2 m}$ şi înlocuind:\\ $\alpha_{\max }=\arccos \frac{1}{2}=60^{\circ}$.\\"
